Canonical SMILES,Toxicity Value
Oc1ccc(O)cc1,549.9900107
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,126.9860263
CN(C)C(=N)N=C(N)N,499.9729028
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,134.9834578
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,830.0823486
COc1c2ccoc2cc2oc(=O)ccc12,8999.916736
C=CCc1ccc(O)c(OC)c1,2129.948113
COc1cc(C=O)ccc1O,1400.0092
O=c1ccc2ccccc2o1,201.9930891
c1ccc2ccccc2c1,1199.96255
CC(C)=CC(=O)O,3000.089893
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,81.00131996
CCOCCO,1399.968932
Oc1ccc2ccccc2c1,1334.97222
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,193.9864704
CC(C)(O)C#N,8.999365489
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,1.999955167
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,32.99873392
NC12CC3CC(CC(C3)C1)C2,359.9928593
NCCCNCCSP(=O)(O)O,635.0088921
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,933.0386568
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,125.9976904
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,10699.70864
COC(=O)Nc1nc2ccccc2[nH]1,4150.000005
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,499.9969057
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,108.9981878
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,215.9954908
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,335.9950477
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,3.699758153
C1COCCO1,3150.143009
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,99.99891456
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,14999.60526
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,115.9934749
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,3000.168549
CC(C)Cc1ccc(C(C)C(=O)O)cc1,494.9880026
CNC1(C)C2CCC(C2)C1(C)C,174.9937235
CN(C)CCN(Cc1cccs1)c1ccccn1,374.9942614
CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,262.9653993
CSc1nnc(C(C)(C)C)c(=O)n1N,249.9953334
Nc1cccc([N+](=O)[O-])c1,449.9804531
CN(CCCl)CCCl,11.99953862
CCN(CC)N=O,250.007343
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,320.0270064
Nc1ccc(Cc2ccc(N)cc2)cc1,259.988198
C[n+]1ccc(-c2cc[n+](C)cc2)cc1,24.39515329
OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,90.00463768
CCOc1ccc(NC(C)=O)cc1,1870.010435
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,499.9456944
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,188.9770688
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,92.99820369
CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,192.9976996
COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1,599.9770953
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,1399.786656
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,159.9893431
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,3.499780394
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,639.9369956
Brc1ccccc1,1700.000001
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,1799.866839
CN(C)CCC(c1ccccc1)c1ccccn1,276.9884754
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,0.00050004
Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,1179.975033
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,909.9645909
O=C(O)CCC(=O)c1ccc(C2CCCCC2)c(Cl)c1,799.9782887
,819.945049
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)C=Cc1ccccc1,540.0216378
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,509.951626
NC1CONC1=O,1999.94123
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,1249.967488
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,468.9829817
BrCCBr,109.998829
COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,2559.934628
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,924.9901325
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,90.01311539
IC(I)I,487.0012365
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,177.9866025
CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,449.9776942
